,Model Name,Dim,Method,Samples,Runtime_v,Runtime_f,Volume
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,100,14.614295215986203,15.743330409983173,1.33235096525330e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,100,1.8562023359991144,8.933249109017197,1.28605607396210e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,150,21.726095949008595,23.441050346998964,1.33380594760374e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,150,3.013830312003847,13.68510079200496,1.28837845330603e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,200,29.017402458994184,31.245675020996714,1.33397256071343e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,200,4.0009298420045525,18.362930536997737,1.31962899622946e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,400,57.3394762359967,61.87613701997907,1.33448913870807e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,400,7.488376398017863,36.38611083300202,1.32269986822116e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,500,72.24805262000882,77.84537318500225,1.33554091249185e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,500,9.749037083005533,45.31455730399466,1.33832215195165e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,750,107.9249761379906,116.24144459998934,1.33558958178717e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,750,13.94202066998696,67.60630142898299,1.32800274133304e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,sensitive,1000,144.43215940499795,155.53208874497795,1.33575320974062e-7
0,"System(R, (r, theta, vr, vtheta), [[1.1899999999999999 .. 1.2100000000000000], [0.48999999999999999 .. 0.51000000000000001], 0, 0], (vr, vtheta, r*vtheta^2 - 2*r + 9.8*cos(theta) + 2, -(2*vr*vtheta + 9.8*sin(theta))/r), varmap=bidict({'r': r, 'theta': theta, 'vr': vr, 'vtheta': vtheta})))",4.0,lipschitz,1000,19.620665475027636,91.10431268802495,1.33785880250634e-7
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",, Flow*,,410.5353409899981,410.5989046889881,1.98593208419079e-7
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,10,353.6339204449905,353.8134802310087,1.18151885420435e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,10,3.6447641720005777,4.109500407008454,2.13124918420086e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,20,538.4110194270033,538.4940693709941,1.18557005388136e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,20,2.5066937980009243,2.761829408002086,2.66974735882158e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,50,885.443691618013,885.5604000710009,1.18612979423772e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,50,2.9512602199974936,3.2508404389955103,5.17542162772406e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,75,831.9641036459943,832.1043360710028,1.18864453982216e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,75,4.600198623986216,4.995434034994105,4.15841522330211e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,100,1155.517959222023,1155.7450864020211,1.19065967343950e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,100,7.238228131987853,7.870089745003497,5.21718508835726e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,150,1633.1488276340242,1633.5046481050085,1.19187881970085e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,150,9.943003571010195,11.098670649022097,6.26809809198681e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,200,2220.9419597290107,2221.415309620992,1.19224144993997e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,200,13.711415843979921,14.909320866980124,4.75896074769062e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,400,5249.457303244009,5250.601337636006,1.19262697789856e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,400,35.64995202200953,39.020692751015304,5.81803560940647e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,500,6463.312387532991,6464.324272900994,1.19334289888427e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,500,34.98352018898004,38.643976394989295,7.19662898318177e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,750,10154.396781477,10156.041511101008,1.19307213530803e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,750,49.02479201200185,54.094272781017935,7.66741716888259e-13
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,sensitive,1000,8148.533357006003,8149.839250919991,1.19292915171060e-12
0,"System(R, (x1, x2, x3, x4, x5, x6, x7), [[0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001], [0.98999999999999999 .. 1.0100000000000001]], (5*x3*x4 - 0.40000000000000003?*x1, 0.40000000000000003?*x1 - x2, -5*x3*x4 + x2, -5*x3*x4 + 5*x5*x6, 5*x3*x4 - 5*x5*x6, -5*x5*x6 + 0.50000000000000000?*x7, 5*x5*x6 - 0.50000000000000000?*x7), varmap=bidict({'x1': x1, 'x2': x2, 'x3': x3, 'x4': x4, 'x5': x5, 'x6': x6, 'x7': x7})))",,lipschitz,1000,41.82832904398674,46.23814076598501,7.09935391808365e-13
